entity_id,legal_name,country_of_incorporation,nace_code,sector,fiscal_year,revenue_eur_m,operating_profit_eur_m,ebitda_eur_m,employees,total_assets_eur_m,personnel_costs_eur_m,taxes_eur_m,dividends_paid_eur_m,source,source_url,source_tier,confidence,notes
DE_DELIVERY_HERO,Delivery Hero SE,DE,63,food_delivery_platform,,,,,,,,,,"Delivery Hero SE Annual Financial Statement 2025 (HGB), Annex I List of Shareholdings",https://ir.deliveryhero.com/media/document/d7cd8a32-bb5e-48d0-a416-c38f9cad59e0/assets/DeliveryHeroSE_Annual_Financial.pdf,1,high,"Berlin; listed (Frankfurt, ISIN DE000A2E4K43). Group financials not collected. Subject to Uber voluntary public takeover offer (EUR 41.50/share; acceptance period 27 Aug - 5 Nov 2026 per press; DH board recommended acceptance) - ownership likely to change."
US_UBER,"Uber Technologies, Inc.",US,49,holding,,,,,,,,,,"Uber Technologies 2026 Proxy Statement (DEF 14A, filed 2026-03-23), Stock Ownership table as of 2026-03-02",https://www.sec.gov/Archives/edgar/data/1543151/000130817926000125/uber014597-def14a.htm,1,high,"Listed (NYSE: UBER); 2,042,946,343 shares outstanding at 2026-03-02. Sector recorded as holding in this fragment (ride-hailing/delivery operator)."
NL_PROSUS,Prosus N.V.,NL,,holding,,,,,,,,,,Prosus - Shares in issue table (column 18 September 2026),https://www.prosus.com/investors/share-information/shares-in-issue,1,high,Listed (Euronext Amsterdam/JSE). GLEIF direct & ultimate parent = Naspers (ZA). Holds DH stake via MIH Food Holdings B.V. (NL).
ZA_NASPERS,Naspers Limited,ZA,,holding,,,,,,,,,,Naspers - Group structure page,https://www.naspers.com/the-group/group-structure,2,medium,Cape Town; listed JSE. Voting control: Keerom and Nasbel control >50% of Naspers voting rights (group structure page). Prosus holds ~52.46% economic interest in Naspers listed N shares (CIRCULAR cross-economic interest - see edge).
US_CAPITAL_RESEARCH_GLOBAL_INVESTORS,Capital Research Global Investors,US,,fund,,,,,,,,,,"Uber Technologies 2026 Proxy Statement (DEF 14A, filed 2026-03-23), Stock Ownership table as of 2026-03-02",https://www.sec.gov/Archives/edgar/data/1543151/000130817926000125/uber014597-def14a.htm,1,medium,"Address 333 South Hope Street, Los Angeles (Uber proxy); division of Capital Group; country = US by address."
SA_PUBLIC_INVESTMENT_FUND,The Public Investment Fund,SA,,state,,,,,,,,,,"Uber Technologies 2026 Proxy Statement (DEF 14A, filed 2026-03-23), Stock Ownership table as of 2026-03-02",https://www.sec.gov/Archives/edgar/data/1543151/000130817926000125/uber014597-def14a.htm,1,high,"Sovereign wealth fund of the Kingdom of Saudi Arabia (Uber proxy footnote 7), Riyadh."
DISPERSED_FREE_FLOAT_DE_DELIVERY_HERO,Residual dispersed holders of Delivery Hero SE,UNRESOLVED,,free_float,,,,,,,,,,Delivery Hero IR - Shareholder Structure page (last update August 2026),https://ir.deliveryhero.com/shareholder-structure/,2,medium,"Residual; DH IR page also lists (ranges only, no point %): Aspex Group 5-10% (27.05.2026), Morgan Stanley 5-10% (13.08.2026), Conifer Group 3-5% (28.08.2026), UBS Group 3-5% (29.07.2026). Uber additionally held ~11.74% economic exposure via equity derivatives (not included in equity edges)."
DISPERSED_FREE_FLOAT_US_UBER,"Residual dispersed holders of Uber Technologies, Inc.",UNRESOLVED,,free_float,,,,,,,,,,"Uber Technologies 2026 Proxy Statement (DEF 14A, filed 2026-03-23), Stock Ownership table as of 2026-03-02",https://www.sec.gov/Archives/edgar/data/1543151/000130817926000125/uber014597-def14a.htm,1,medium,Residual after >5% holders and PIF.
DISPERSED_FREE_FLOAT_NL_PROSUS,Prosus N.V. free float (N shares),UNRESOLVED,,free_float,,,,,,,,,,Prosus - Shares in issue table (column 18 September 2026),https://www.prosus.com/investors/share-information/shares-in-issue,1,high,"1,191,763k free-float N shares of 2,093,576k net N shares at 18 Sep 2026."
DISPERSED_FREE_FLOAT_ZA_NASPERS,Residual holders of Naspers Limited,UNRESOLVED,,free_float,,,,,,,,,,Naspers - Group structure page,https://www.naspers.com/the-group/group-structure,2,low,Residual after Prosus economic interest; undated.
CY_BOLT_SUPPORT_SERVICES_CY,Bolt Support Services CY Ltd,CY,82,food_delivery_platform,,,,,,,,,,North Data search-result listing for Bolt Support Services CY Ltd (MCIT HE 427356) - page not fetched,"https://www.northdata.com/Bolt%20Support%20Services%20CY%20Ltd.,%20%CE%9B%CE%B5%CF%85%CE%BA%CF%89%CF%83%CE%AF%CE%B1/MCIT%20%CE%97%CE%95%20427356",3,low,"Reg. MCIT HE 427356 per North Data search-result snippet only (page not fetched/verified). Unclear whether this entity is the Bolt Food contracting/operating party in Cyprus; Bolt terms in other markets name Bolt Operations OU (EE, registry code 14532901) as the platform operator. NACE 82 guessed from name (support services) - low confidence. No financials."
CY_HERMES_AIRPORTS,Hermes Airports Limited,CY,52,airports,2025,275.1,,118.5,162,,,12.1,,Hermes Airports Sustainability Report 2025 (period 01.01.2025-31.12.2025),https://www.hermesairports.com/media/cms/Sustainability_Report_2025_F4E1D035361C2.pdf,2,medium,"Reg. HE 152453 (GLEIF 213800T6H1JEJR59A434; GLEIF: no consolidating parent). Larnaka & Pafos concessionaire (25-yr BOT). FY2025 per Sustainability Report 2025 (company-published, not the audited FS; audited FS paywalled at registrar): Gross Revenues EUR 275.1m; EBITDA EUR 118.5m; Current tax EUR 12.1m (taxes column) / total tax charge EUR 10.1m (deferred -2.1, defence contribution 0.1); employees 162 (headcount table). FY2024: revenue 245.2 (245.1 in SR2024 table), EBITDA 101.9, current tax 8.1, employees 158. No operating profit, total assets, personnel costs or dividends disclosed. 2025 passengers 13.75m (press)."
FR_BOUYGUES_CONSTRUCTION_AIRPORT_CONCESSIONS_EUROPE,Bouygues Construction Airport Concessions Europe,FR,,holding,,,,,,,,,,Hermes Airports Sustainability Report 2025 (period 01.01.2025-31.12.2025),https://www.hermesairports.com/media/cms/Sustainability_Report_2025_F4E1D035361C2.pdf,2,medium,Country FR per Hermes website ('French construction group'); legal form/registration not documented.
XX_EGIS_INVESTMENT_PARTNERS_SCA,Egis Investment Partners S.C.A.,UNRESOLVED,,fund,,,,,,,,,,Hermes Airports Sustainability Report 2025 (period 01.01.2025-31.12.2025),https://www.hermesairports.com/media/cms/Sustainability_Report_2025_F4E1D035361C2.pdf,2,medium,Hermes website calls it 'French infrastructure group'; S.C.A. form could be FR or LU - incorporation not documented; fund investors unknown.
CY_HALPI_ALPHA,Halpi Alpha Ltd,CY,,holding,,,,,,,,,,Hermes Airports Sustainability Report 2025 (period 01.01.2025-31.12.2025),https://www.hermesairports.com/media/cms/Sustainability_Report_2025_F4E1D035361C2.pdf,2,medium,Country CY inferred from 'Ltd' and Hermes 'mix of Cypriot and international partners' - not documented; beneficial owners unknown (older secondary sources attribute a ~10% Hermes stake to Cyprus Trading Corporation; not verified).
CY_HELLENIC_MINING,Hellenic Mining Public Company Limited,CY,,holding,,,,,,,,,,Hermes Airports Sustainability Report 2025 (period 01.01.2025-31.12.2025),https://www.hermesairports.com/media/cms/Sustainability_Report_2025_F4E1D035361C2.pdf,2,medium,Cypriot public company; own shareholders not researched.
XX_AER_RIANTA_INTL_MIDDLE_EAST,AER Rianta International (Middle East) WLL,UNRESOLVED,,holding,,,,,,,,,,Hermes Airports Sustainability Report 2025 (period 01.01.2025-31.12.2025),https://www.hermesairports.com/media/cms/Sustainability_Report_2025_F4E1D035361C2.pdf,2,medium,Website: 'Irish airport operator Aer Rianta International'; WLL suffix suggests Gulf (e.g. Bahrain/Qatar) incorporation - not documented. Link to daa plc / Irish State NOT verified.
CY_VANTAGE_AIRPORT_GROUP_CYPRUS,Vantage Airport Group (Cyprus) Limited,CY,,holding,,,,,,,,,,Hermes Airports Sustainability Report 2025 (period 01.01.2025-31.12.2025),https://www.hermesairports.com/media/cms/Sustainability_Report_2025_F4E1D035361C2.pdf,2,medium,Country CY from legal name; parent Vantage Airport Group (Canada-based) and its owners not verified.
CY_IACOVOU_BROTHERS,Iacovou Brothers (Constructions) Limited,CY,,holding,,,,,,,,,,Hermes Airports Sustainability Report 2025 (period 01.01.2025-31.12.2025),https://www.hermesairports.com/media/cms/Sustainability_Report_2025_F4E1D035361C2.pdf,2,medium,Cypriot contractor (legal name); owners not researched.
CY_CHARILAOS_APOSTOLIDES,Charilaos Apostolides Public Limited,CY,,holding,,,,,,,,,,Hermes Airports Sustainability Report 2025 (period 01.01.2025-31.12.2025),https://www.hermesairports.com/media/cms/Sustainability_Report_2025_F4E1D035361C2.pdf,2,medium,Cypriot contractor (legal name); owners not researched.
FR_NICE_AIRPORTS_ENGINEERING,Nice Airports Engineering,FR,,holding,,,,,,,,,,Hermes Airports Sustainability Report 2025 (period 01.01.2025-31.12.2025),https://www.hermesairports.com/media/cms/Sustainability_Report_2025_F4E1D035361C2.pdf,2,medium,Website: 'French airport operator Aeroport Nice Cote d'Azur Chambre de Commerce et d'Industrie (2%)'; country FR by that description; owners not verified.
FR_BOUYGUES,Bouygues SA,FR,,holding,,,,,,,,,,"Bouygues - Ownership structure page (Wayback snapshot ~2026-09-01), data at 31 December 2025",https://www.bouygues.com/en/ownership-structure/,2,high,"Listed (Euronext Paris). 385,323,631 shares; 497,654,421 voting rights at 31 Dec 2025."
FR_SCDM,SCDM (SAS),FR,,holding,,,,,,,,,,"Bouygues - Ownership structure page (Wayback snapshot ~2026-09-01), data at 31 December 2025",https://www.bouygues.com/en/ownership-structure/,2,high,"Simplified joint-stock company controlled by Martin Bouygues, Olivier Bouygues and their families (Bouygues page)."
FR_BOUYGUES_EMPLOYEE_FUNDS,Bouygues employee savings funds (five FCPE),FR,,fund,,,,,,,,,,"Bouygues - Ownership structure page (Wayback snapshot ~2026-09-01), data at 31 December 2025",https://www.bouygues.com/en/ownership-structure/,2,medium,Five employee savings funds; underlying employees' residence not documented (group employs abroad too).
FR_OTHER_FRENCH_SHAREHOLDERS_BOUYGUES,Other French shareholders of Bouygues,FR,,free_float,,,,,,,,,,"Bouygues - Ownership structure page (Wayback snapshot ~2026-09-01), data at 31 December 2025",https://www.bouygues.com/en/ownership-structure/,2,medium,Company-reported residency category 'Other French shareholders' - country FR as documented by issuer.
DISPERSED_FREE_FLOAT_FR_BOUYGUES,Foreign shareholders of Bouygues,UNRESOLVED,,free_float,,,,,,,,,,"Bouygues - Ownership structure page (Wayback snapshot ~2026-09-01), data at 31 December 2025",https://www.bouygues.com/en/ownership-structure/,2,medium,Company-reported category 'Foreign shareholders' (non-French; specific countries unresolved).
CY_CHARLIE_AIRLINES,Charlie Airlines Limited (trading as Cyprus Airways),CY,51,airline,,,,,,,,,,"GLEIF LEI record 213800S14PT3E5HGAL23 (Charlie Airlines Limited, HE 351764)",https://api.gleif.org/api/v1/lei-records/213800S14PT3E5HGAL23,1,high,"Reg. HE 351764 (GLEIF; parent reporting exception NON_CONSOLIDATING). No financials found. >600,000 passengers in 2025 (CCO Nicos Ioannou, CBN 27 Mar 2026, Tier 3)."
CY_DP_WORLD_LIMASSOL,DP World Limassol Limited,CY,52,port_operator,,,,,,,,,,DP World Limited Annual Report 2025 (consolidated FS note 1 and subsidiaries list),https://dpw-p-001.sitecorecontenthub.cloud/api/public/content/58b211cb1aad4263be87f0d33fd0993f?v=b2febf77,1,high,"Multi-purpose and general cargo terminal operations, Limassol (25-yr concession, 2016). No standalone financials found."
AE_DP_WORLD,DP World Limited,AE,52,holding,,,,,,,,,,DP World Limited Annual Report 2025 (consolidated FS note 1 and subsidiaries list),https://dpw-p-001.sitecorecontenthub.cloud/api/public/content/58b211cb1aad4263be87f0d33fd0993f?v=b2febf77,1,high,"Jebel Ali, Dubai. Group FY2025 revenue USD 24.4bn (press release) - USD, not entered."
AE_PORT_FREE_ZONE_WORLD,Port & Free Zone World FZE,AE,,holding,,,,,,,,,,DP World Limited Annual Report 2025 (consolidated FS note 1 and subsidiaries list),https://dpw-p-001.sitecorecontenthub.cloud/api/public/content/58b211cb1aad4263be87f0d33fd0993f?v=b2febf77,1,high,Immediate parent of DP World ('the Parent Company').
AE_DUBAI_WORLD,Dubai World Corporation,AE,,holding,,,,,,,,,,DP World Limited Annual Report 2025 (consolidated FS note 1 and subsidiaries list),https://dpw-p-001.sitecorecontenthub.cloud/api/public/content/58b211cb1aad4263be87f0d33fd0993f?v=b2febf77,1,high,Intermediate parent.
STATE_AE_DUBAI,Government of Dubai,AE,,state,,,,,,,,,,DP World Limited Annual Report 2025 (consolidated FS note 1 and subsidiaries list),https://dpw-p-001.sitecorecontenthub.cloud/api/public/content/58b211cb1aad4263be87f0d33fd0993f?v=b2febf77,1,high,'The Government of Dubai is the Ultimate owner of the Group.'
CY_GAP_VASSILOPOULOS,G.A.P. Vassilopoulos Public Limited,CY,52,holding,,,,,,,,,,P&O Maritime press release 'DP World and P&O Maritime win Cyprus Port Concession Agreements' (27 April 2016),https://pomaritime.com/news/dp-world-and-po-maritime-win-cyprus-port-consession-agreements/,2,medium,Logistics company listed on the Cyprus Stock Exchange (press release 2016); own shareholders not researched.
CY_P_O_MARITIME_CYPRUS,P&O Maritime Cyprus,CY,52,port_operator,,,,,,,,,,P&O Maritime press release 'DP World and P&O Maritime win Cyprus Port Concession Agreements' (27 April 2016),https://pomaritime.com/news/dp-world-and-po-maritime-win-cyprus-port-consession-agreements/,2,low,"Exact legal name not verified. 15-yr concession for tugs/pilotage at Limassol (2016). Not located in DP World AR2025 subsidiary grep ('Cyprus' hits: DP World Limassol Limited 75%, Bamardo Limited 100% - holding company of an inland terminal, location not stated)."
CY_EUROGATE_CONTAINER_TERMINAL_LIMASSOL,EUROGATE Container Terminal Limassol Ltd.,CY,52,port_operator,,,,,,,,,,EUROGATE Container Terminal Limassol Ltd. introduction presentation (uploaded 2024-01),https://www1.eurogate.de/wp-content/uploads/2024/01/introduction_presentation_eurogate_container_terminal_limassol.pdf,2,high,Limassol container terminal; 25-yr concession + optional 12 yrs. No financials found.
DE_EUROGATE_INTERNATIONAL,EUROGATE International GmbH,DE,,holding,,,,,,,,,,EUROGATE Container Terminal Limassol Ltd. introduction presentation (uploaded 2024-01),https://www1.eurogate.de/wp-content/uploads/2024/01/introduction_presentation_eurogate_container_terminal_limassol.pdf,2,high,"Parent EUROGATE GmbH & Co. KGaA, KG is 50% EUROKAI GmbH & Co. KGaA / 50% BLG Logistics Group (EUROGATE About us); link International GmbH -> KGaA KG not documented."
XX_INTERORIENT_NAVIGATION,Interorient Navigation Company Ltd.,UNRESOLVED,,holding,,,,,,,,,,EUROGATE Container Terminal Limassol Ltd. introduction presentation (uploaded 2024-01),https://www1.eurogate.de/wp-content/uploads/2024/01/introduction_presentation_eurogate_container_terminal_limassol.pdf,2,medium,Jurisdiction not stated in source (shipping company; likely Cyprus - unverified).
XX_EAST_MED_HOLDINGS_SA,East Med Holdings S.A.,UNRESOLVED,,holding,,,,,,,,,,EUROGATE Container Terminal Limassol Ltd. introduction presentation (uploaded 2024-01),https://www1.eurogate.de/wp-content/uploads/2024/01/introduction_presentation_eurogate_container_terminal_limassol.pdf,2,medium,"Jurisdiction not stated. GLEIF has 'EAST MED HOLDINGS LIMITED' (CY, HE 429526, parent exception NATURAL_PERSONS) - may or may not be the same entity (S.A. vs Limited)."
