entity_id,legal_name,country_of_incorporation,nace_code,sector,fiscal_year,revenue_eur_m,operating_profit_eur_m,ebitda_eur_m,employees,total_assets_eur_m,personnel_costs_eur_m,taxes_eur_m,dividends_paid_eur_m,source,source_url,source_tier,confidence,notes
CY_EKO_CYPRUS,EKO Cyprus Limited (formerly Hellenic Petroleum Cyprus Ltd / BP Cyprus),GB,46,fuel_wholesale_retail,2025,382.058,21.825,,86,229.275,7.907,1.865,22.000,"EKO Cyprus Limited, Annual Report and Financial Statements y/e 31 Dec 2025 (UK Companies House filing, co. 00454043)",https://find-and-update.company-information.service.gov.uk/company/00454043/filing-history/MzUzMzM2ODAzNGFkaXF6a2N4/document?format=pdf&download=0,1,high,"Incorporated in England & Wales (Companies House 00454043, inc. 1948; SIC 46711) but operates in Cyprus (EKO-branded fuel retail & commercial; domestic marketing + aviation & bunkering). Scanned PDF; figures transcribed by eye from page images (p.10-13, note 7). Revenue = Revenue; OP = Operating profit; tax = income-tax charge (tax paid 2.318); employees = average number (note 7); dividends paid per cash-flow. EBITDA not printed (D&A in cash flow 11.748). Helleniq Energy AFR2025 lists 'EKO CYPRUS LTD, Marketing, U.K, 100%'."
CY_RAM_OIL_CYPRUS,R.A.M. Oil Cyprus Ltd,CY,46,fuel_wholesale_retail,,,,,,,,,,"HELLENiQ ENERGY Holdings S.A., 2025 Annual Financial Report",https://www.helleniqenergy.com/sites/default/files/2026-02/helleniq-energy_2025-annual-financial-report-en.pdf,1,medium,"Listed in HELLENiQ ENERGY AFR2025 consolidation table: Marketing, CYPRUS, 100%, FULL. Direct parent not disclosed. No financials retrieved."
GR_HELLENIQ_ENERGY,HELLENiQ ENERGY Holdings S.A.,GR,,holding,,,,,,,,,,"UK Companies House, EKO Cyprus Limited (00454043) - persons with significant control register",https://find-and-update.company-information.service.gov.uk/company/00454043/persons-with-significant-control,1,high,"Athens Exchange-listed; 305,635,185 shares. Group refining/marketing; group financials not Cyprus-specific -> blank."
CY_PANEUROPEAN_OIL,"Paneuropean Oil and Industrial Holdings (Cyprus) Limited (HE 456073; formerly Paneuropean Oil and Industrial Holdings S.A., Luxembourg)",CY,,holding,,,,,,,,,,"HELLENiQ ENERGY Holdings S.A., 2025 Annual Financial Report",https://www.helleniqenergy.com/sites/default/files/2026-02/helleniq-energy_2025-annual-financial-report-en.pdf,1,high,"Registered in Cyprus 05/02/2024 (registry mirror); AFR2025 calls it 'former Paneuropean Oil and Industrial Holdings S.A.' (i.e. redomiciled). Earlier S.A. was Luxembourg-based (Wikipedia, Tier 4)."
CY_POIH_INVESTMENTS,POIH Investments Limited (HE 252404),CY,,holding,,,,,,,,,,HELLENiQ ENERGY regulatory announcement 16.12.2023: Notification of important changes concerning voting rights under article 14 of L. 3556/2007,https://www.helleniqenergy.com/en/media/regulatory-announcements/notification-important-changes-concerning-voting-rights-under-0,1,medium,Named in Dec-2023 TR-1 notification as holder of 100% of POIH (the S.A.). Registry mirror status: 'Dissolved due to merger' (date/merger counterparty not visible); Spiro J. Latsis listed as director. Post-merger holder of Paneuropean (Cyprus) not documented in fetched sources.
GR_HCAP,Hellenic Corporation of Assets and Participations S.A. (HCAP / Growthfund),GR,,state_holding,,,,,,,,,,"HELLENiQ ENERGY Holdings S.A., 2025 Annual Financial Report",https://www.helleniqenergy.com/sites/default/files/2026-02/helleniq-energy_2025-annual-financial-report-en.pdf,1,high,Absorbed HRADF on 31/12/2024 and succeeded to its 31.18% Helleniq stake (AFR2025).
STATE_GR,Hellenic Republic,GR,,state,,,,,,,,,,"HELLENiQ ENERGY Holdings S.A., 2025 Annual Financial Report",https://www.helleniqenergy.com/sites/default/files/2026-02/helleniq-energy_2025-annual-financial-report-en.pdf,1,high,
DISPERSED_FREE_FLOAT_GR_HELLENIQ_ENERGY,HELLENiQ ENERGY - private & institutional investors (free float),UNRESOLVED,,free_float,,,,,,,,,,"HELLENiQ ENERGY Holdings S.A., 2025 Annual Financial Report",https://www.helleniqenergy.com/sites/default/files/2026-02/helleniq-energy_2025-annual-financial-report-en.pdf,1,high,"'Private & Institutional investors' 86,822,719 shares = 28.41% at 31.12.2025 (AFR2025)."
CY_LIDL_CYPRUS,"LIDL CYPRUS (general partnership, reg. S 10823)",CY,47,retail_grocery,,,,,,,,,,"cyprusregistry.com (Cyprus Registrar mirror), LIDL CYPRUS partnership S 10823",https://cyprusregistry.com/companies/S/10823,1,medium,"Registered 25.09.2003 (Aradippou, Larnaca); general partners Lidl Holding Ltd and Lidl Ventures Cyprus Ltd (registry mirror, data dated 2018). 20 stores (corporate site). No filed accounts retrieved. Press estimate of turnover ~EUR 350m (Filenews 14.04.2024 via talanews reprint, Tier 3) - NOT a filed figure."
CY_LIDL_HOLDING,LIDL HOLDING LIMITED (HE 140701),CY,,holding,,,,,,,,,,"cyprusregistry.com (Cyprus Registrar mirror), LIDL CYPRUS partnership S 10823",https://cyprusregistry.com/companies/S/10823,1,medium,General partner of LIDL CYPRUS; registered 22.08.2003; shareholders paywalled (companiesregistry.cy).
CY_LIDL_VENTURES_CYPRUS,LIDL VENTURES CYPRUS LIMITED (HE 297758),CY,,holding,,,,,,,,,,"cyprusregistry.com (Cyprus Registrar mirror), LIDL CYPRUS partnership S 10823",https://cyprusregistry.com/companies/S/10823,1,medium,General partner of LIDL CYPRUS; HE number from search snippet only (not fetched); shareholders not retrieved.
DE_SCHWARZ_GROUP,"Schwarz Gruppe (Schwarz Group, Neckarsulm) - group node",DE,,holding,,,,,,,,,,Lidl Cyprus corporate website (company page),https://corporate.lidl.com.cy/en,2,medium,"Group, not a single legal entity. Intermediate legal chain (Lidl Stiftung & Co. KG -> Schwarz Beteiligungs GmbH / Schwarz Unternehmenstreuhand KG) is Tier 4 only (de.wikipedia) and not recorded as edges."
DE_DIETER_SCHWARZ_STIFTUNG,Dieter Schwarz Stiftung gGmbH,DE,,foundation,,,,,,,,,,"Business Insider DE via Yahoo Finanzen (05.05.2026), citing Handelsblatt: Dieter Schwarz transferred 99.9% of his Schwarz-Gruppe shares to Dieter-Schwarz-Stiftung",https://de.finance.yahoo.com/nachrichten/reichste-deutsche-steckt-lidl-kaufland-104430093.html,3,medium,Charitable foundation (Heilbronn). Country from Tier 3/4 context.
CY_SKLAVENITIS_CYPRUS,ΣΚΛΑΒΕΝΙΤΗΣ ΚΥΠΡΟΥ ΛΙΜΙΤΕΔ (Sklavenitis Cyprus Ltd),CY,47,retail_grocery,,,,,,,,,,"Cyprus Official Gazette No. 5507 (26.07.2024), Part B, notice 3523: CPC notification of concentration - acquisition of C.A.C. Papantoniou Trading Ltd by Ellinikes Yperagores Sklavenitis AEE via Guedo Holdings Ltd",https://www.mof.gov.cy/mof/gpo/gazette.nsf/61F7F0D1F9FDA09BC2258B660021B1E7/$file/5507%2026%207%202024%20KYRIO%20MEROS%20TMIMA%20B.pdf,1,medium,"Operates ex-Marinopoulos/Carrefour stores (since 2017) + absorbed Papantoniou stores (2025): 27 stores, 2,350 staff (Cyprus Mail 06.11.2024). Combined turnover 'close to EUR 400m' is a press estimate (CBN 04.02.2025), not a filed figure. Sklavenitis financial statements on sklavenitis.gr blocked (403) / truncated on Wayback."
CY_GUEDO_HOLDINGS,GUEDO HOLDINGS LIMITED,UNRESOLVED,,holding,,,,,,,,,,"Cyprus Official Gazette No. 5507 (26.07.2024), Part B, notice 3523: CPC notification of concentration - acquisition of C.A.C. Papantoniou Trading Ltd by Ellinikes Yperagores Sklavenitis AEE via Guedo Holdings Ltd",https://www.mof.gov.cy/mof/gpo/gazette.nsf/61F7F0D1F9FDA09BC2258B660021B1E7/$file/5507%2026%207%202024%20KYRIO%20MEROS%20TMIMA%20B.pdf,1,medium,"Per CPC gazette notice: 100% subsidiary of Ellinikes Yperagores Sklavenitis AEE; holding company with no activity other than holding shares in Sklavenitis Cyprus Ltd. Country not stated (likely CY given 'Limited', unverified)."
CY_PAPANTONIOU,C.A.C. PAPANTONIOU TRADING LIMITED,CY,47,retail_grocery,,,,,,,,,,"Cyprus Official Gazette No. 5507 (26.07.2024), Part B, notice 3523: CPC notification of concentration - acquisition of C.A.C. Papantoniou Trading Ltd by Ellinikes Yperagores Sklavenitis AEE via Guedo Holdings Ltd",https://www.mof.gov.cy/mof/gpo/gazette.nsf/61F7F0D1F9FDA09BC2258B660021B1E7/$file/5507%2026%207%202024%20KYRIO%20MEROS%20TMIMA%20B.pdf,1,medium,"Operated the Papantoniou Supermarkets chain (9 stores); acquired by Sklavenitis via Guedo, completed Nov 2024; stores integrated into Sklavenitis network in 2025. Whether the legal entity has been merged/dissolved is not confirmed. Press turnover estimate ~EUR 150m (Filenews 2024, Tier 3)."
GR_SKLAVENITIS,ΕΛΛΗΝΙΚΕΣ ΥΠΕΡΑΓΟΡΕΣ ΣΚΛΑΒΕΝΙΤΗΣ Α.Ε.Ε. (Hellenic Supermarkets Sklavenitis S.A.),GR,,holding,,,,,,,,,,"Cyprus Official Gazette No. 5507 (26.07.2024), Part B, notice 3523: CPC notification of concentration - acquisition of C.A.C. Papantoniou Trading Ltd by Ellinikes Yperagores Sklavenitis AEE via Guedo Holdings Ltd",https://www.mof.gov.cy/mof/gpo/gazette.nsf/61F7F0D1F9FDA09BC2258B660021B1E7/$file/5507%2026%207%202024%20KYRIO%20MEROS%20TMIMA%20B.pdf,1,high,Greek unlisted parent/operator (NACE 47 in Greece); group financials not Cyprus-specific -> blank.
CY_ALPHAMEGA,"Χ.Α. Παπαέλληνας Εμπορική Λτδ (C.A. Papaellinas Emporiki Ltd, trading as Alphamega Hypermarkets)",CY,47,retail_grocery,,,,,,,,,,"talanews reprint of Filenews (14.04.2024), 'The map of supermarkets in Cyprus'",https://talanews.blogspot.com/2024/04/the-map-of-supermarkets-in-cyprus-is.html,3,low,"Legal entity named in CPC notice reported by inbusinessnews 25.11.2024. LEI 529900HSOVCXN27EZA04 seen only in a search snippet. Press turnover estimate ~EUR 350m (Filenews 2024, Tier 3) - not a filed figure."
CY_PAPAELLINAS_GROUP,Ch. A. Papaellinas Group (C.A. Papaellinas Group Ltd),CY,,holding,,,,,,,,,,"talanews reprint of Filenews (14.04.2024), 'The map of supermarkets in Cyprus'",https://talanews.blogspot.com/2024/04/the-map-of-supermarkets-in-cyprus-is.html,3,low,Group attribution from press (Tier 3) and Wikipedia (Tier 4); legal entity/registration not verified.
FAMILY_PAPAELLINAS,Papaellinas family,UNRESOLVED,,family,,,,,,,,,,,,,low,Presumed controllers of Papaellinas Group; not documented in fetched sources. nationality only: CY (assumed).
CY_METRO_FOODS_TRADING,METRO FOODS TRADING LIMITED (HE 180802),CY,47,retail_grocery,,,,,,,,,,"cyprusregistry.com, METRO FOODS TRADING LIMITED HE 180802",https://cyprusregistry.com/companies/HE/180802,1,low,"Cypriot chain (founded Larnaca 1982; 7 stores, 650 employees per metro.com.cy). No link to METRO AG found. Business name 'METRO SUPERMARKET' (EE 28879) registered to METRO FOODS LIMITED. Directors: L. Zachariades, A. Koiranides, M. Pitsilli, G. Skordellis (directors != owners). Press turnover estimate ~EUR 100m (Filenews 2024)."
