entity_id,legal_name,country_of_incorporation,nace_code,sector,fiscal_year,revenue_eur_m,operating_profit_eur_m,ebitda_eur_m,employees,total_assets_eur_m,personnel_costs_eur_m,taxes_eur_m,dividends_paid_eur_m,source,source_url,source_tier,confidence,notes
CY_ERNST_YOUNG_PARTNERSHIP,"Ernst & Young (partnership, Reg. No. S8609)",CY,,partners,,,,,,,,,,EY Cyprus Transparency Report 2025 (FY ended 30 June 2025),https://www.ey.com/content/dam/ey-unified-site/ey-com/en-cy/services/audit-quality/documents/ey-cyprus-transparency-report-fy25.pdf,1,high,"Partnership registered in Cyprus (Reg. No. Σ8609); partners are ""EY partners and a Cyprus registered entity ultimately controlled by EY Europe SRL"". Does not provide services."
CY_EY_PARTNERS,EY partners (individual partners of the Cyprus Ernst & Young partnership),CY,,partners,,,,,,,,,,EY Cyprus Transparency Report 2025 (FY ended 30 June 2025),https://www.ey.com/content/dam/ey-unified-site/ey-com/en-cy/services/audit-quality/documents/ey-cyprus-transparency-report-fy25.pdf,1,medium,Country CY INFERRED (partners of Cyprus-registered partnership practising in Cyprus); individual residence not stated; split vs EY Europe-controlled entity not disclosed.
BE_EY_EUROPE_SRL,EY Europe SRL,BE,64,holding,,,,,,,,,,EY Cyprus Transparency Report 2025 (FY ended 30 June 2025),https://www.ey.com/content/dam/ey-unified-site/ey-com/en-cy/services/audit-quality/documents/ey-cyprus-transparency-report-fy25.pdf,1,high,Limited liability company (SRL/BV) incorporated in Belgium; acquired voting control of EY Cyprus on 6 Nov 2010; EY member firms in EEA and other countries hold interests in it.
CY_LOUIS_PLC,Louis plc,CY,55,accommodation,2025,138.641,25.595,43.497,1909,416.351,45.941,0.540,0.001,Louis plc Annual Report & Consolidated Financial Statements 2025 (Greek),https://www.louisplc.com/wp-content/uploads/2026/05/Louis-plc-FS25.pdf,1,high,"Reg. HE99429; CSE-listed. GROUP figures incl. Greece hotels. Cyprus hotel segment: revenue EUR 115.493m, PBT 9.047m; Greece revenue 23.195m. EBITDA = printed ""operating profit before interest, tax, depreciation and amortisation"". Employees = 1,909 FTE headcount (Cyprus 1,550; Greece 359) from sustainability statement. Taxes = income tax charge in P&L. Dividends paid EUR 1k (from dividends declared 2021/2022); no dividend proposed for 2025."
CY_CLIN_COMPANY,Clin Company Ltd,CY,64,holding,,,,,,,,,,Louis plc Annual Report & Consolidated Financial Statements 2025 (Greek),https://www.louisplc.com/wp-content/uploads/2026/05/Louis-plc-FS25.pdf,1,high,"Parent (""Ithynousa"") of Louis plc, private company, prepares consolidated FS. Country per Cyprus Registrar mirror (i-cyprus.com: HE 1378, reg. 14/05/1965, address Lemesou 11, 2112 Nicosia - same as Louis plc registered office)."
PERSON_LOIZOU_KOSTAKIS,Kostakis (Costakis) Loizou,UNRESOLVED,,person,,,,,,,,,,Louis plc Annual Report & Consolidated Financial Statements 2025 (Greek),https://www.louisplc.com/wp-content/uploads/2026/05/Louis-plc-FS25.pdf,1,medium,Named as ultimate controlling person of Louis group; Chairman (non-executive) of Louis plc. Residence not stated in filing; nationality not stated.
DISPERSED_FREE_FLOAT_CY_LOUIS_PLC,Dispersed free float / other holders of CY_LOUIS_PLC,UNRESOLVED,,free_float,,,,,,,,,,Louis plc Annual Report & Consolidated Financial Statements 2025 (Greek),https://www.louisplc.com/wp-content/uploads/2026/05/Louis-plc-FS25.pdf,1,medium,"Residual node; holder countries unresolved. Residual 100-66.968. Press (Reporter 24 Jan 2026, CSE dispersion 31 Dec 2025) gives public free float 29.165%, so ~3.9% may be non-public/insider holdings."
CY_LEPTOS_CALYPSO_HOTELS,Leptos Calypso Hotels Public Limited,CY,55,accommodation,2025,40.118,8.652,,615,172.082,14.501,1.205,,"Leptos Calypso Hotels Public Ltd Report & Consolidated Financial Statements 31 Dec 2025 (Greek, full)",https://leptoscalypso.com.cy/wp-content/uploads/2026/05/Leptos-Calypso-Hotels-Public-Limited-Consolidated-FS-2025-Greek.pdf,1,high,"CSE-listed, Paphos. Group figures (Cyprus hotels; no foreign segment identified). Employees = average staff 615 (2024: 530). Taxes = income tax charge in P&L (tax paid in cash EUR 0.428m). No parent dividend; subsidiary Fundacia Ltd declared EUR 0.35m on 31 Dec 2025 payable to Armonia (NCI), not paid in 2025 - dividends blank. EBITDA not printed."
CY_ARMONIA_ESTATES,Armonia Estates Limited,CY,64,holding,,,,,,,,,,"Leptos Calypso Hotels Public Ltd Report & Consolidated Financial Statements 31 Dec 2025 (Greek, full)",https://leptoscalypso.com.cy/wp-content/uploads/2026/05/Leptos-Calypso-Hotels-Public-Limited-Consolidated-FS-2025-Greek.pdf,1,high,"Ultimate parent (""τελική ιθύνουσα"") of Leptos Calypso group, registered in Cyprus (Galeria Court, Nicosia). Controlled by George M. and Pantelis M. Leptos."
XX_M_LEPTOS_HOLDINGS,M Leptos Holdings Limited,UNRESOLVED,64,holding,,,,,,,,,,"Leptos Calypso Hotels Public Ltd Report & Consolidated Financial Statements 31 Dec 2025 (Greek, full)",https://leptoscalypso.com.cy/wp-content/uploads/2026/05/Leptos-Calypso-Hotels-Public-Limited-Consolidated-FS-2025-Greek.pdf,1,medium,"Country of incorporation not stated in source (likely CY, unverified). Controlled by George M. and Pantelis M. Leptos."
CY_PANDORA_INVESTMENTS,Pandora Investments Public Limited,CY,68,real_estate,2025,78.116,12.824,,,737.944,,4.164,,Pandora Investments Public Ltd Report & consolidated FS 31 Dec 2025 (English extract of audited FS),https://pandora.com.cy/download/1685/,1,high,"CSE-listed Leptos-group land/real estate developer. Group figures from English extract of audited FS; may include non-Cyprus projects (not segmented in extract). Taxes = income tax charge. Employees, personnel costs, EBITDA not in extract. Country CY: CSE-listed Public Limited under Cyprus law (FS tax notes are Cyprus) - incorporation line not in extract."
PERSON_LEPTOS_GEORGIOS,Georgios (George) M. Leptos,UNRESOLVED,,person,,,,,,,,,,"Leptos Calypso Hotels Public Ltd Report & Consolidated Financial Statements 31 Dec 2025 (Greek, full)",https://leptoscalypso.com.cy/wp-content/uploads/2026/05/Leptos-Calypso-Hotels-Public-Limited-Consolidated-FS-2025-Greek.pdf,1,medium,"Director; co-controller of Armonia Estates, M Leptos Holdings, Pandora. Residence not stated in filings."
PERSON_LEPTOS_PANTELIS,Pantelis M. Leptos,UNRESOLVED,,person,,,,,,,,,,"Leptos Calypso Hotels Public Ltd Report & Consolidated Financial Statements 31 Dec 2025 (Greek, full)",https://leptoscalypso.com.cy/wp-content/uploads/2026/05/Leptos-Calypso-Hotels-Public-Limited-Consolidated-FS-2025-Greek.pdf,1,medium,"Director; co-controller of Armonia Estates, M Leptos Holdings, Pandora. Residence not stated in filings."
DISPERSED_FREE_FLOAT_CY_LEPTOS_CALYPSO_HOTELS,Dispersed free float / other holders of CY_LEPTOS_CALYPSO_HOTELS,UNRESOLVED,,free_float,,,,,,,,,,"Leptos Calypso Hotels Public Ltd Report & Consolidated Financial Statements 31 Dec 2025 (Greek, full)",https://leptoscalypso.com.cy/wp-content/uploads/2026/05/Leptos-Calypso-Hotels-Public-Limited-Consolidated-FS-2025-Greek.pdf,1,medium,Residual node; holder countries unresolved. Residual 100-56.52. May include further Leptos-linked holdings: directors table attributes 37.45% (Pantelis) / 37.49% (George) direct+indirect; press reports public free float 30.38% (31 Dec 2025).
DISPERSED_FREE_FLOAT_CY_PANDORA_INVESTMENTS,Dispersed free float / other holders of CY_PANDORA_INVESTMENTS,UNRESOLVED,,free_float,,,,,,,,,,Reporter.com.cy (InBusinessNews) 24 Jan 2026: Major shareholders of 40 Cypriot listed companies (CSE dispersion statements 31 Dec 2025),https://www.reporter.com.cy/article/1379146/oi-meglometochoi-40-etaireion-tis-kyproy-oi-anakatataxeis-sta-metochika-kefalaia-ton-eisigenon,3,medium,Residual node; holder countries unresolved. Press: public free float 24.05%; remaining ~0.96% unexplained.
CY_A_TSOKKOS_HOTELS,A. Tsokkos Hotels Public Ltd,CY,55,accommodation,,,,,,,,,,Reporter.com.cy (InBusinessNews) 24 Jan 2026: Major shareholders of 40 Cypriot listed companies (CSE dispersion statements 31 Dec 2025),https://www.reporter.com.cy/article/1379146/oi-meglometochoi-40-etaireion-tis-kyproy-oi-anakatataxeis-sta-metochika-kefalaia-ton-eisigenon,3,medium,CSE-listed hotel group (Protaras/Ayia Napa). Financial statements NOT obtained (no company IR PDF found) - financials blank. Country CY: CSE-listed Public Ltd (unverified from filing).
DISPERSED_FREE_FLOAT_CY_A_TSOKKOS_HOTELS,Dispersed free float / other holders of CY_A_TSOKKOS_HOTELS,UNRESOLVED,,free_float,,,,,,,,,,Reporter.com.cy (InBusinessNews) 24 Jan 2026: Major shareholders of 40 Cypriot listed companies (CSE dispersion statements 31 Dec 2025),https://www.reporter.com.cy/article/1379146/oi-meglometochoi-40-etaireion-tis-kyproy-oi-anakatataxeis-sta-metochika-kefalaia-ton-eisigenon,3,medium,Residual node; holder countries unresolved. Press: public free float 24.550%.
CY_VASSILIKO_CEMENT,Vassiliko Cement Works Public Company Ltd,CY,23,construction_materials,2025,152.755,42.576,,236,314.896,14.778,8.476,23.738,Vassiliko Cement Works Public Company Ltd Annual Report 2025,https://www.vassiliko.com/images/media/redirectfile/Financial%20Reports/2025/Annual_Report_2025_ENG_WS_VR_compressed.pdf,1,high,"CSE-listed. Group figures; revenue domestic EUR 135.763m, exports 16.992m (operations in Cyprus). Operating profit = ""operating profit before net finance income/(cost)"". EBITDA not printed (D&A 14.196m shown in cash flow). Employees = average 236. Taxes = income tax charge (tax paid 9.066m)."
CY_CYPRUS_CEMENT,The Cyprus Cement Public Company Ltd,CY,64,holding,,,,,,,,,,The Cyprus Cement Public Company Ltd Report & Financial Statements 31 Dec 2025 (Greek),https://www.galatariotisgroup.com/wp-content/uploads/2026/04/Financial-Statements-2025-1.pdf,1,high,"CSE-listed Galatariotis-group holding (25.30% of Vassiliko, plus property). Controlled by C.C.C. Holdings & Investments Ltd; ultimate parent George S. Galatariotis & Sons Ltd. Financials not extracted (holding)."
CY_HOLY_ARCHBISHOPRIC_CYPRUS,Holy Archbishopric of Cyprus,CY,,holding,,,,,,,,,,Vassiliko Cement Works Public Company Ltd Annual Report 2025,https://www.vassiliko.com/images/media/redirectfile/Financial%20Reports/2025/Annual_Report_2025_ENG_WS_VR_compressed.pdf,1,high,"Religious legal entity of the Church of Cyprus; treated as terminal (domestic, non-state)."
CY_KEO_PLC,KEO plc,CY,11,holding,,,,,,,,,,Vassiliko Cement Works Public Company Ltd Annual Report 2025,https://www.vassiliko.com/images/media/redirectfile/Financial%20Reports/2025/Annual_Report_2025_ENG_WS_VR_compressed.pdf,1,medium,CSE-listed beverages company; holds 6.49% of Vassiliko. Country CY: CSE-listed plc (incorporation not verified from own filing).
CY_CENTRAL_CHURCH_FUND,Central Ecclesiastical Fund (Kentriko Ekklisiastiko Tameio),CY,,holding,,,,,,,,,,Reporter.com.cy (InBusinessNews) 24 Jan 2026: Major shareholders of 40 Cypriot listed companies (CSE dispersion statements 31 Dec 2025),https://www.reporter.com.cy/article/1379146/oi-meglometochoi-40-etaireion-tis-kyproy-oi-anakatataxeis-sta-metochika-kefalaia-ton-eisigenon,3,medium,Church of Cyprus fund; terminal.
CY_ITALMED_CEMENT,Italmed Cement Company Ltd,CY,64,holding,,,,,,,,,,Heidelberg Materials AG Annual Financial Statements 2024 (board group mandates list),https://www.heidelbergmaterials.com/sites/default/files/2025-03/HM_Annual_Financial_Statements_2024_ujAOdfIEBXpZLqw0.pdf,1,medium,"Listed as ""Italmed Cement Company Ltd., Cyprus"" among Heidelberg Materials Managing Board group mandates (AFS 2024). Heidelberg subsidiary via former Italcementi; exact chain % not disclosed."
FR_COMPAGNIE_FINANCIERE_PARTICIPATIONS,Compagnie Financiere et de Participations S.a.s,FR,64,holding,,,,,,,,,,Vassiliko Cement Works Public Company Ltd Annual Report 2025,https://www.vassiliko.com/images/media/redirectfile/Financial%20Reports/2025/Annual_Report_2025_ENG_WS_VR_compressed.pdf,1,medium,Country FR inferred from legal form S.a.s (not stated in source). Heidelberg subsidiary per Vassiliko AR note 30.
XX_ANASTASIOS_G_LEVENTIS_FOUNDATION,Anastasios G. Leventis Foundation,UNRESOLVED,,holding,,,,,,,,,,Vassiliko Cement Works Public Company Ltd Annual Report 2025,https://www.vassiliko.com/images/media/redirectfile/Financial%20Reports/2025/Annual_Report_2025_ENG_WS_VR_compressed.pdf,1,medium,Foundation; country of registration not stated in source.
DE_HEIDELBERG_MATERIALS,Heidelberg Materials AG (formerly HeidelbergCement AG),DE,23,holding,,,,,,,,,,Heidelberg Materials AG IR page: Shareholder structure,https://www.heidelbergmaterials.com/en/investor-relations/share/shareholder-structure,1,high,Listed German cement group; attributed 25.98% of Vassiliko indirectly.
DE_SPOHN_CEMENT_BETEILIGUNGEN,Spohn Cement Beteiligungen GmbH,DE,64,holding,,,,,,,,,,Heidelberg Materials AG IR page: Shareholder structure,https://www.heidelbergmaterials.com/en/investor-relations/share/shareholder-structure,1,high,Schoenefeld/Germany; controlled by Ludwig Merckle.
PERSON_MERCKLE_LUDWIG,Ludwig Merckle,UNRESOLVED,,person,,,,,,,,,,Heidelberg Materials AG IR page: Shareholder structure,https://www.heidelbergmaterials.com/en/investor-relations/share/shareholder-structure,1,medium,Controls Spohn Cement Beteiligungen GmbH. Residence not stated in source.
DISPERSED_FREE_FLOAT_CY_VASSILIKO_CEMENT,Dispersed free float / other holders of CY_VASSILIKO_CEMENT,UNRESOLVED,,free_float,,,,,,,,,,Vassiliko Cement Works Public Company Ltd Annual Report 2025,https://www.vassiliko.com/images/media/redirectfile/Financial%20Reports/2025/Annual_Report_2025_ENG_WS_VR_compressed.pdf,1,medium,Residual node; holder countries unresolved. Residual 100-82.63 direct. Press reports public free float 17.13%.
DISPERSED_FREE_FLOAT_DE_HEIDELBERG_MATERIALS,Dispersed free float / other holders of DE_HEIDELBERG_MATERIALS,UNRESOLVED,,free_float,,,,,,,,,,Heidelberg Materials AG IR page: Shareholder structure,https://www.heidelbergmaterials.com/en/investor-relations/share/shareholder-structure,1,medium,"Residual node; holder countries unresolved. Deutsche Boerse free float 71.60% at end-2025; includes BlackRock 5.22% (notified 7 Sep 2026), Capital Group 4.96%, Artisan 4.83%, FMR 4.65% (IR page)."
DISPERSED_FREE_FLOAT_CY_KEO_PLC,Dispersed free float / other holders of CY_KEO_PLC,UNRESOLVED,,free_float,,,,,,,,,,Reporter.com.cy (InBusinessNews) 24 Jan 2026: Major shareholders of 40 Cypriot listed companies (CSE dispersion statements 31 Dec 2025),https://www.reporter.com.cy/article/1379146/oi-meglometochoi-40-etaireion-tis-kyproy-oi-anakatataxeis-sta-metochika-kefalaia-ton-eisigenon,3,medium,Residual node; holder countries unresolved. Press: public free float 30.1814%.
CY_CCC_HOLDINGS,C.C.C. Holdings & Investments Limited,CY,64,holding,,,,,,,,,,The Cyprus Cement Public Company Ltd Report & Financial Statements 31 Dec 2025 (Greek),https://www.galatariotisgroup.com/wp-content/uploads/2026/04/Financial-Statements-2025-1.pdf,1,high,"Parent (""ιθύνουσα"") of Cyprus Cement, registered in Cyprus."
CY_KG_COMPLEX,K+G Complex Public Company Limited,CY,64,holding,,,,,,,,,,The Cyprus Cement Public Company Ltd Report & Financial Statements 31 Dec 2025 (Greek),https://www.galatariotisgroup.com/wp-content/uploads/2026/04/Financial-Statements-2025-1.pdf,1,medium,CSE-listed Galatariotis-group company; interest included in George St. Galatariotis attribution. Country CY inferred (CSE Public Company Ltd).
CY_GEORGE_S_GALATARIOTIS_SONS,George S. Galatariotis & Sons Limited,CY,64,holding,,,,,,,,,,The Cyprus Cement Public Company Ltd Report & Financial Statements 31 Dec 2025 (Greek),https://www.galatariotisgroup.com/wp-content/uploads/2026/04/Financial-Statements-2025-1.pdf,1,high,"Ultimate parent company of Cyprus Cement, registered in Cyprus."
PERSON_GALATARIOTIS_GEORGIOS,Georgios (George) St. Galatariotis,UNRESOLVED,,person,,,,,,,,,,The Cyprus Cement Public Company Ltd Report & Financial Statements 31 Dec 2025 (Greek),https://www.galatariotisgroup.com/wp-content/uploads/2026/04/Financial-Statements-2025-1.pdf,1,medium,"Executive Chairman; attributed 70.20% of Cyprus Cement incl. family (Kostas St., Stavros Galatariotis) and controlled companies. Residence not stated."
DISPERSED_FREE_FLOAT_CY_CYPRUS_CEMENT,Dispersed free float / other holders of CY_CYPRUS_CEMENT,UNRESOLVED,,free_float,,,,,,,,,,The Cyprus Cement Public Company Ltd Report & Financial Statements 31 Dec 2025 (Greek),https://www.galatariotisgroup.com/wp-content/uploads/2026/04/Financial-Statements-2025-1.pdf,1,medium,Residual node; holder countries unresolved. Residual 100-68.82; George St. Galatariotis total attribution is 70.20% so ~1.38% of this residual is further Galatariotis-linked.
CY_CYBARCO_HOLDINGS,Cybarco Holdings Ltd,CY,41,construction,,,,,,,,,,Lanitis E.C. Holdings Ltd website: Companies > Subsidiaries > Cybarco Holdings Ltd,https://www.lanitis.com/en/companies/subsidiaries/cybarco-holdings-ltd,2,medium,Contracting (Cybarco Contracting Ltd) and development (Cybarco Development Ltd). Private; no public financials found - financial fields blank.
CY_LANITIS_EC_HOLDINGS,Lanitis E.C. Holdings Ltd,CY,64,holding,,,,,,,,,,Lanitis E.C. Holdings Ltd website: Brief history,https://www.lanitis.com/en/lanitis-e-c-holdings/brief-history,2,medium,"""holding company of the Group"" (Lanitis Group, Limassol); registered 1952 as Lanitis N.&E. Estates Ltd. Owners not disclosed (group led by Lanitis family 4th generation per website)."
FAMILY_TSOKKOS,Tsokkos family (six family members; aggregated),UNRESOLVED,,family,,,,,,,,,,Reporter.com.cy (InBusinessNews) 24 Jan 2026: Major shareholders of 40 Cypriot listed companies (CSE dispersion statements 31 Dec 2025),https://www.reporter.com.cy/article/1379146/oi-meglometochoi-40-etaireion-tis-kyproy-oi-anakatataxeis-sta-metochika-kefalaia-ton-eisigenon,3,medium,"Six family members disclosed as major shareholders in the CSE dispersion statement of 31.12.2025 (as reported by Reporter.com.cy); aggregated into one holder, individual names not reproduced."
