child_entity_id,parent_entity_id,share_pct,share_type,as_of_date,source,source_url,source_tier,confidence,notes
CY_A_TSOKKOS_HOTELS,DISPERSED_FREE_FLOAT_CY_A_TSOKKOS_HOTELS,24.550,equity,2025-12-31,Reporter.com.cy (InBusinessNews) 24 Jan 2026: Major shareholders of 40 Cypriot listed companies (CSE dispersion statements 31 Dec 2025),https://www.reporter.com.cy/article/1379146/oi-meglometochoi-40-etaireion-tis-kyproy-oi-anakatataxeis-sta-metochika-kefalaia-ton-eisigenon,3,medium,"Press: ""Διασπορά στο ευρύ κοινό 24,550%""."
CY_A_TSOKKOS_HOTELS,UNRESOLVED,1.984,equity,2025-12-31,Reporter.com.cy (InBusinessNews) 24 Jan 2026: Major shareholders of 40 Cypriot listed companies (CSE dispersion statements 31 Dec 2025),https://www.reporter.com.cy/article/1379146/oi-meglometochoi-40-etaireion-tis-kyproy-oi-anakatataxeis-sta-metochika-kefalaia-ton-eisigenon,3,low,Residual 100-73.466-24.550 not attributed by source.
CY_VASSILIKO_CEMENT,CY_CYPRUS_CEMENT,25.30,equity,2025-12-31,Vassiliko Cement Works Public Company Ltd Annual Report 2025,https://www.vassiliko.com/images/media/redirectfile/Financial%20Reports/2025/Annual_Report_2025_ENG_WS_VR_compressed.pdf,1,high,AR 2025 note 30 (same at 18 Apr 2026). Direct.
CY_VASSILIKO_CEMENT,CY_HOLY_ARCHBISHOPRIC_CYPRUS,19.52,equity,2025-12-31,Vassiliko Cement Works Public Company Ltd Annual Report 2025,https://www.vassiliko.com/images/media/redirectfile/Financial%20Reports/2025/Annual_Report_2025_ENG_WS_VR_compressed.pdf,1,high,AR 2025 note 30 (same at 18 Apr 2026). Direct; Archbishopric direct+indirect 26.01% (indirect via KEO plc 6.49%).
CY_VASSILIKO_CEMENT,CY_KEO_PLC,6.49,equity,2025-12-31,Vassiliko Cement Works Public Company Ltd Annual Report 2025,https://www.vassiliko.com/images/media/redirectfile/Financial%20Reports/2025/Annual_Report_2025_ENG_WS_VR_compressed.pdf,1,high,AR 2025 note 30 (same at 18 Apr 2026). Direct; attributed to Archbishopric.
CY_VASSILIKO_CEMENT,CY_ITALMED_CEMENT,16.27,equity,2025-12-31,Vassiliko Cement Works Public Company Ltd Annual Report 2025,https://www.vassiliko.com/images/media/redirectfile/Financial%20Reports/2025/Annual_Report_2025_ENG_WS_VR_compressed.pdf,1,high,AR 2025 note 30 (same at 18 Apr 2026). Direct; attributed to HeidelbergCement AG.
CY_VASSILIKO_CEMENT,FR_COMPAGNIE_FINANCIERE_PARTICIPATIONS,9.71,equity,2025-12-31,Vassiliko Cement Works Public Company Ltd Annual Report 2025,https://www.vassiliko.com/images/media/redirectfile/Financial%20Reports/2025/Annual_Report_2025_ENG_WS_VR_compressed.pdf,1,high,AR 2025 note 30 (same at 18 Apr 2026). Direct; attributed to HeidelbergCement AG (total 25.98%).
CY_VASSILIKO_CEMENT,XX_ANASTASIOS_G_LEVENTIS_FOUNDATION,5.34,equity,2025-12-31,Vassiliko Cement Works Public Company Ltd Annual Report 2025,https://www.vassiliko.com/images/media/redirectfile/Financial%20Reports/2025/Annual_Report_2025_ENG_WS_VR_compressed.pdf,1,high,AR 2025 note 30 (same at 18 Apr 2026). Direct.
CY_VASSILIKO_CEMENT,DISPERSED_FREE_FLOAT_CY_VASSILIKO_CEMENT,17.37,equity,2025-12-31,Vassiliko Cement Works Public Company Ltd Annual Report 2025,https://www.vassiliko.com/images/media/redirectfile/Financial%20Reports/2025/Annual_Report_2025_ENG_WS_VR_compressed.pdf,1,medium,AR 2025 note 30 (same at 18 Apr 2026). Residual after listed direct holders (sum 82.63).
CY_KEO_PLC,CY_HOLY_ARCHBISHOPRIC_CYPRUS,40.4465,equity,2025-12-31,Reporter.com.cy (InBusinessNews) 24 Jan 2026: Major shareholders of 40 Cypriot listed companies (CSE dispersion statements 31 Dec 2025),https://www.reporter.com.cy/article/1379146/oi-meglometochoi-40-etaireion-tis-kyproy-oi-anakatataxeis-sta-metochika-kefalaia-ton-eisigenon,3,medium,Press table of CSE dispersion statements. Vassiliko AR note 30 (Tier 1) confirms Archbishopric attribution of KEO holding.
CY_KEO_PLC,CY_CENTRAL_CHURCH_FUND,28.8620,equity,2025-12-31,Reporter.com.cy (InBusinessNews) 24 Jan 2026: Major shareholders of 40 Cypriot listed companies (CSE dispersion statements 31 Dec 2025),https://www.reporter.com.cy/article/1379146/oi-meglometochoi-40-etaireion-tis-kyproy-oi-anakatataxeis-sta-metochika-kefalaia-ton-eisigenon,3,medium,Press table of CSE dispersion statements.
CY_KEO_PLC,DISPERSED_FREE_FLOAT_CY_KEO_PLC,30.1814,equity,2025-12-31,Reporter.com.cy (InBusinessNews) 24 Jan 2026: Major shareholders of 40 Cypriot listed companies (CSE dispersion statements 31 Dec 2025),https://www.reporter.com.cy/article/1379146/oi-meglometochoi-40-etaireion-tis-kyproy-oi-anakatataxeis-sta-metochika-kefalaia-ton-eisigenon,3,medium,Press; remaining ~0.51% unattributed.
CY_ITALMED_CEMENT,DE_HEIDELBERG_MATERIALS,,voting,2025-12-31,Vassiliko Cement Works Public Company Ltd Annual Report 2025,https://www.vassiliko.com/images/media/redirectfile/Financial%20Reports/2025/Annual_Report_2025_ENG_WS_VR_compressed.pdf,1,medium,Vassiliko AR note 30: HeidelbergCement indirect holding derives from Italmed stake (implies control); intermediate chain (Heidelberg Materials Italia Cementi) and % not disclosed.
FR_COMPAGNIE_FINANCIERE_PARTICIPATIONS,DE_HEIDELBERG_MATERIALS,,voting,2025-12-31,Vassiliko Cement Works Public Company Ltd Annual Report 2025,https://www.vassiliko.com/images/media/redirectfile/Financial%20Reports/2025/Annual_Report_2025_ENG_WS_VR_compressed.pdf,1,medium,As above; % not disclosed.
DE_HEIDELBERG_MATERIALS,DE_SPOHN_CEMENT_BETEILIGUNGEN,28.40,voting,2025-12-31,Heidelberg Materials AG IR page: Shareholder structure,https://www.heidelbergmaterials.com/en/investor-relations/share/shareholder-structure,1,high,IR shareholder structure: Ludwig Merckle via Spohn Cement Beteiligungen GmbH 28.40% of voting rights at 31 Dec 2025.
DE_HEIDELBERG_MATERIALS,DISPERSED_FREE_FLOAT_DE_HEIDELBERG_MATERIALS,71.60,voting,2025-12-31,Heidelberg Materials AG IR page: Shareholder structure,https://www.heidelbergmaterials.com/en/investor-relations/share/shareholder-structure,1,high,"Free float per Deutsche Boerse definition, end-2025."
DE_SPOHN_CEMENT_BETEILIGUNGEN,PERSON_MERCKLE_LUDWIG,,voting,2025-12-31,Heidelberg Materials AG IR page: Shareholder structure,https://www.heidelbergmaterials.com/en/investor-relations/share/shareholder-structure,1,high,"""a company under his control""; % not disclosed."
CY_CYPRUS_CEMENT,CY_CCC_HOLDINGS,23.12,equity,2026-04-29,The Cyprus Cement Public Company Ltd Report & Financial Statements 31 Dec 2025 (Greek),https://www.galatariotisgroup.com/wp-content/uploads/2026/04/Financial-Statements-2025-1.pdf,1,high,Management report item 31: >5% holders at 29 Apr 2026; included in George St. Galatariotis interest.
CY_CYPRUS_CEMENT,CY_KG_COMPLEX,32.18,equity,2026-04-29,The Cyprus Cement Public Company Ltd Report & Financial Statements 31 Dec 2025 (Greek),https://www.galatariotisgroup.com/wp-content/uploads/2026/04/Financial-Statements-2025-1.pdf,1,high,Management report item 31: >5% holders at 29 Apr 2026; included in George St. Galatariotis interest.
CY_CYPRUS_CEMENT,CY_GEORGE_S_GALATARIOTIS_SONS,13.52,equity,2026-04-29,The Cyprus Cement Public Company Ltd Report & Financial Statements 31 Dec 2025 (Greek),https://www.galatariotisgroup.com/wp-content/uploads/2026/04/Financial-Statements-2025-1.pdf,1,high,Management report item 31: >5% holders at 29 Apr 2026; included in George St. Galatariotis interest.
CY_CYPRUS_CEMENT,DISPERSED_FREE_FLOAT_CY_CYPRUS_CEMENT,31.18,equity,2026-04-29,The Cyprus Cement Public Company Ltd Report & Financial Statements 31 Dec 2025 (Greek),https://www.galatariotisgroup.com/wp-content/uploads/2026/04/Financial-Statements-2025-1.pdf,1,medium,Residual.
CY_CCC_HOLDINGS,CY_GEORGE_S_GALATARIOTIS_SONS,,voting,2025-12-31,The Cyprus Cement Public Company Ltd Report & Financial Statements 31 Dec 2025 (Greek),https://www.galatariotisgroup.com/wp-content/uploads/2026/04/Financial-Statements-2025-1.pdf,1,high,Note 28: ultimate parent George S. Galatariotis & Sons Ltd; % not disclosed.
CY_KG_COMPLEX,PERSON_GALATARIOTIS_GEORGIOS,,voting,2026-04-29,The Cyprus Cement Public Company Ltd Report & Financial Statements 31 Dec 2025 (Greek),https://www.galatariotisgroup.com/wp-content/uploads/2026/04/Financial-Statements-2025-1.pdf,1,medium,"Holding included in his attributed interest (controlled company, >=20% voting); % not disclosed."
CY_GEORGE_S_GALATARIOTIS_SONS,PERSON_GALATARIOTIS_GEORGIOS,,voting,2026-04-29,The Cyprus Cement Public Company Ltd Report & Financial Statements 31 Dec 2025 (Greek),https://www.galatariotisgroup.com/wp-content/uploads/2026/04/Financial-Statements-2025-1.pdf,1,medium,Included in his attributed interest (with family Kostas St. and Stavros Galatariotis); % not disclosed.
CY_CYBARCO_HOLDINGS,CY_LANITIS_EC_HOLDINGS,,equity,2026-09-24,Lanitis E.C. Holdings Ltd website: Companies > Subsidiaries > Cybarco Holdings Ltd,https://www.lanitis.com/en/companies/subsidiaries/cybarco-holdings-ltd,2,medium,"Listed under ""Companies > Subsidiaries"" of Lanitis E.C. Holdings; % not disclosed. as_of = access date."
CY_LANITIS_EC_HOLDINGS,UNRESOLVED,,equity,2026-09-24,Lanitis E.C. Holdings Ltd website: Brief history,https://www.lanitis.com/en/lanitis-e-c-holdings/brief-history,2,low,"Shareholders not publicly disclosed; family leadership only (Platon, Costas, Marios Lanitis) - not an ownership statement."
CY_A_TSOKKOS_HOTELS,FAMILY_TSOKKOS,73.466,equity,2025-12-31,Reporter.com.cy (InBusinessNews) 24 Jan 2026: Major shareholders of 40 Cypriot listed companies (CSE dispersion statements 31 Dec 2025),https://www.reporter.com.cy/article/1379146/oi-meglometochoi-40-etaireion-tis-kyproy-oi-anakatataxeis-sta-metochika-kefalaia-ton-eisigenon,3,medium,Sum of six family members' stakes (aggregated).
